Id,DatasetID,IndividualID,OriginalID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,Habitat,LabField,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,Location,LocationType,LocationDate,LocationDatePrecision,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1Size,Interactor1SizeUnit,Interactor1SizeType,FigureTable,Citation,DOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
105148,579,PHXX255,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.47,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105149,579,PHXX256,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.47,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105150,579,PHXX257,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105151,579,PHXX258,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105152,579,PHXX259,,longevity,individual-level duration of life stage,10.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.44,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105153,579,PHXX260,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.45,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105154,579,PHXX261,,longevity,individual-level duration of life stage,8.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.38,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105155,579,PHXX262,,longevity,individual-level duration of life stage,8.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.44,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105156,579,PHXX263,,longevity,individual-level duration of life stage,5.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.31,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105157,579,PHXX264,,longevity,individual-level duration of life stage,7.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.45,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105158,579,PHXX265,,longevity,individual-level duration of life stage,7.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.33,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105159,579,PHXX266,,longevity,individual-level duration of life stage,5.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.26,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105160,579,PHXX267,,longevity,individual-level duration of life stage,5.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.25,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105161,579,PHXX268,,longevity,individual-level duration of life stage,5.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.28,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105162,579,PHXX269,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.46,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105163,579,PHXX270,,longevity,individual-level duration of life stage,16.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.5,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105164,579,PHXX271,,longevity,individual-level duration of life stage,9.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.44,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105165,579,PHXX272,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105166,579,PHXX273,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.49,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105167,579,PHXX274,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.5,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105168,579,PHXX275,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.52,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105169,579,PHXX276,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.47,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105170,579,PHXX277,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.5,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105171,579,PHXX278,,longevity,individual-level duration of life stage,8.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.52,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105172,579,PHXX279,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.49,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105173,579,PHXX280,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.5,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105174,579,PHXX281,,longevity,individual-level duration of life stage,7.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.32,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105175,579,PHXX282,,longevity,individual-level duration of life stage,6.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.37,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105176,579,PHXX283,,longevity,individual-level duration of life stage,6.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.29,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105177,579,PHXX284,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.41,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105178,579,PHXX285,,longevity,individual-level duration of life stage,9.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.4,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105179,579,PHXX286,,longevity,individual-level duration of life stage,10.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.46,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105180,579,PHXX287,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105181,579,PHXX288,,longevity,individual-level duration of life stage,10.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.43,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105182,579,PHXX289,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.49,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105183,579,PHXX290,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105184,579,PHXX291,,longevity,individual-level duration of life stage,16.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105185,579,PHXX292,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.42,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105186,579,PHXX293,,longevity,individual-level duration of life stage,0.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.79,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105187,579,PHXX294,,longevity,individual-level duration of life stage,9.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.58,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105188,579,PHXX295,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,165.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
