Id,DatasetID,IndividualID,OriginalID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,Habitat,LabField,Location,LocationType,LocationDate,LocationDatePrecision,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,FigureTable,Citation,DOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
91242,553,PHX577839,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,8.67,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91244,553,PHX577840,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91246,553,PHX577841,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,4,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91248,553,PHX577842,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91250,553,PHX577843,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,11.25,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91252,553,PHX577844,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,7.75,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91254,553,PHX577845,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,3,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91256,553,PHX577846,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,7,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91258,553,PHX577847,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,8,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91260,553,PHX577848,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,12,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91263,553,PHX577849,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,6,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91265,553,PHX577850,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,10,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91267,553,PHX577851,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,11,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91269,553,PHX577852,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91271,553,PHX577853,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,9,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91273,553,PHX577854,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91275,553,PHX577855,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,6.5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91277,553,PHX577856,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,7,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91279,553,PHX577857,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,7,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91282,553,PHX577858,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,6,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91284,553,PHX577859,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,15.57,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91286,553,PHX577860,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,6,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91288,553,PHX577861,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,6,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91290,553,PHX577862,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,11.25,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91292,553,PHX577863,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91294,553,PHX577864,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,13,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91296,553,PHX577865,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,8,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91299,553,PHX577866,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,16,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91301,553,PHX577867,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,6,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91303,553,PHX577868,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,7,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91305,553,PHX577869,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,4,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91307,553,PHX577870,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,4.5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91309,553,PHX577871,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,8,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91311,553,PHX577872,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,9.25,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91314,553,PHX577873,,gonotrophic cycle 1,individual-level duration of first gonotrophic cycle,9.5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91316,554,PHX577874,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,9,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91318,554,PHX577875,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,4.5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91320,554,PHX577876,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,3,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91322,554,PHX577877,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91324,554,PHX577878,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,10,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91326,554,PHX577879,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,7,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91328,554,PHX577880,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91330,554,PHX577881,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,3,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
91332,554,PHX577882,,gonotrophic cycle 2,individual-level duration of second gonotrophic cycle,5,days,,,,terrestrial,laboratory,Guadeloupe French West Indies,field,02/01/2012,4,decimal,16.25,-61.583333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,27,Celsius,,,supplementary file 1,Goindin et al. 2015. Parity and longevity of Aedes aegypti according to temperatures in controlled conditions and consequences on dengue transmission risks. PLoS ONE 10(8): e0135489.,10.1371/journal.pone.0135489,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,01/01/2015
